name,min_price,max_price,target_price,diagonal_inches,width_px,height_px,aspect_ratio,PPI,frequency_hz,contrast_ratio,brightness_cd,matrix_type,response_time_ms,total_pixels,diagonal_category,resolution_category,is_gaming,is_premium,brand
Viewsonic VP3256-4K,2667.0,3311.0,66415.58,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,60.0,1000,350.0,IPS,5.0,8.2944,Large,4K,0,0,Viewsonic
Lenovo ThinkVision E24-30,469.0,780.0,13876.39,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1300,250.0,IPS,6.0,2.0736,Small,FullHD,0,0,Lenovo
Samsung UD46E-C,6499.0,6499.0,144407.78,46.0,1920.0,1080.0,1.7777777777777777,47.88928630613692,75.0,3500,500.0,Other,8.0,2.0736,XLarge,FullHD,0,0,Samsung
Lenovo D24-40,329.0,452.0,8676.91,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,75.0,3000,250.0,VA,5.0,2.0736,Small,FullHD,0,0,Lenovo
MSI PRO MP251,319.0,888.0,13409.769999999999,24.5,1920.0,1080.0,1.7777777777777777,89.91457837070605,100.0,1300,300.0,IPS,4.0,2.0736,Medium,FullHD,0,0,MSI
Lenovo ThinkVision T24-40,666.0,797.0,16253.929999999998,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,120.0,1500,250.0,IPS,4.0,2.0736,Small,FullHD,1,0,Lenovo
Philips 27E1N1600AE,735.0,924.0,18431.489999999998,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,100.0,1500,350.0,IPS,4.0,3.6864,Large,QHD,0,0,Philips
AOC Q27G2E,567.0,897.0,16265.039999999999,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,144.0,1000,369.7073170731707,VA,4.442516268980477,3.6864,Large,QHD,1,0,AOC
Iiyama ProLite TE6514MIS-B2AG,6804.0,8153.0,166172.27,65.0,3840.0,2160.0,1.7777777777777777,67.78175907945533,60.0,4000,450.0,VA,4.442516268980477,8.2944,XLarge,4K,0,0,Iiyama
LG 24BA55W,844.0,844.0,18753.68,24.0,1920.0,1200.0,1.6,94.33981132056603,75.0,1000,350.0,IPS,5.0,2.304,Medium,FullHD,0,0,LG
MSI MAG 274QF X24,1099.0,1299.0,26641.78,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,240.0,1000,250.0,IPS,4.951367781155016,3.6864,Large,QHD,1,0,MSI
ASRock Phantom Gaming PG27FF1A,516.0,882.0,15531.779999999999,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,165.0,1100,250.0,IPS,5.0,2.0736,Large,FullHD,1,0,ASRock
Eizo FlexScan EV2740X-BK,3600.0,4853.0,93912.83,27.0,3840.0,2160.0,1.7777777777777777,163.17830889498507,60.0,2000,350.0,IPS,5.0,8.2944,Large,4K,0,0,Eizo
Acer Nitro VG240YGbip,349.0,599.0,10532.279999999999,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,120.0,1000,250.0,IPS,4.951367781155016,2.0736,Small,FullHD,1,0,Acer
Viewsonic XG321UG,15260.0,15260.0,339077.2,32.0,3840.0,2160.0,1.7777777777777777,137.68169813014364,144.0,1000,400.0,IPS,3.0,8.2944,XLarge,4K,1,1,Viewsonic
Asus VA27UQSB,1053.0,1509.0,28463.82,27.0,3840.0,2160.0,1.7777777777777777,163.17830889498507,60.0,1000,350.0,IPS,5.0,8.2944,Large,4K,0,0,Asus
TCL 25G64,857.0,1300.0,23964.27,24.5,1920.0,1080.0,1.7777777777777777,89.91457837070605,300.0,1000,600.0,IPS,1.0,2.0736,Medium,FullHD,1,0,TCL
Acer Vero B278UEbemiqprcuzx,1148.0,1223.0,26341.809999999998,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,100.0,1000,350.0,IPS,4.0,3.6864,Large,QHD,0,0,Acer
Philips 27B2N3500J,780.0,919.0,18875.89,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,120.0,1500,350.0,IPS,4.0,3.6864,Large,QHD,1,0,Philips
Iiyama ProLite TF1534MC-B7X,1807.0,2132.0,43762.29,15.0,1024.0,768.0,1.3333333333333333,85.33333333333333,146.44827586206895,700,330.0,TN,8.0,0.786432,Small,HD,1,0,Iiyama
MSI Modern MD272QXP,1025.0,1025.0,22775.5,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,100.0,1000,400.0,IPS,4.0,3.6864,Large,QHD,0,0,MSI
Asus BE24EQSK,860.0,940.0,19998.0,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,75.0,1000,300.0,IPS,5.0,2.0736,Medium,FullHD,0,0,Asus
LG 43UH7N-E,3502.0,4810.0,92346.31999999999,43.0,3840.0,2160.0,1.7777777777777777,102.460798608479,60.0,1000,700.0,IPS,8.0,8.2944,XLarge,4K,0,0,LG
LG 27BP55U,1120.0,1239.0,26208.489999999998,27.0,3840.0,2160.0,1.7777777777777777,163.17830889498507,60.0,1000,300.0,IPS,5.0,8.2944,Large,4K,0,0,LG
Neovo LH-2703,644.0,644.0,14309.679999999998,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,100.0,1000,250.0,IPS,5.0,2.0736,Large,FullHD,0,0,Neovo
Hannspree HS322UPB,1338.0,1338.0,29730.359999999997,31.5,2560.0,1440.0,1.7777777777777777,93.24474793999147,60.0,1200,350.0,IPS,5.0,3.6864,Large,QHD,0,0,Hannspree
NEC V463,11307.0,11307.0,251241.53999999998,46.0,1920.0,1080.0,1.7777777777777777,47.88928630613692,85.0,4000,500.0,VA,4.442516268980477,2.0736,XLarge,FullHD,0,0,NEC
Viewsonic VA3420C,1141.0,1600.0,30452.51,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,120.0,2000,300.0,IPS,4.951367781155016,4.9536,XLarge,QHD,1,0,Viewsonic
LG UltraGear 32GS75QX,1243.0,1494.0,30408.07,31.5,2560.0,1440.0,1.7777777777777777,93.24474793999147,180.0,1200,400.0,IPS,1.0,3.6864,Large,QHD,1,0,LG
Iiyama ProLite XUB2792HSC-B5,915.0,1091.0,22286.66,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,1000,250.0,IPS,4.0,2.0736,Large,FullHD,0,0,Iiyama
Asus ProArt PA148CTV,1708.0,1933.0,40451.509999999995,14.0,1920.0,1080.0,1.7777777777777777,157.3505121487356,60.0,700,342.715043074884,IPS,5.0,2.0736,Small,FullHD,0,0,Asus
Xiaomi Mi Gaming Display 27,705.0,1320.0,22497.75,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,165.0,1000,400.0,IPS,4.0,3.6864,Large,QHD,1,0,Xiaomi
Philips Evnia 32M1C5200W,779.0,1026.0,20053.55,31.5,1920.0,1080.0,1.7777777777777777,69.9335609549936,240.0,3500,300.0,VA,4.0,2.0736,Large,FullHD,1,0,Philips
Samsung VM55B-E,10700.0,12783.0,260896.12999999998,55.0,1920.0,1080.0,1.7777777777777777,40.05285763785997,60.0,1000,500.0,IPS,8.0,2.0736,XLarge,FullHD,0,0,Samsung
AOC AGON PRO AG326UD,2974.0,3597.0,73003.81,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,165.0,1500000,250.0,OLED,1.0,8.2944,Large,4K,1,1,AOC
Panasonic TH-98SQ2H,76141.0,76141.0,1691853.02,97.5,3840.0,2160.0,1.7777777777777777,45.18783938630356,60.0,1200,700.0,IPS,8.0,8.2944,XLarge,4K,0,0,Panasonic
Verbatim PM-14,540.0,588.0,12532.08,14.0,1920.0,1080.0,1.7777777777777777,157.3505121487356,103.74406332453826,1000,250.0,IPS,6.0,2.0736,Small,FullHD,0,0,Verbatim
MSI MAG 346CQ,1249.0,1249.0,27752.78,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,180.0,4000,300.0,VA,4.442516268980477,4.9536,XLarge,QHD,1,0,MSI
Neovo X-19E,2394.0,2917.0,59005.21,19.0,1280.0,1024.0,1.25,86.27367393593732,75.0,1000,250.0,TN,3.0,1.31072,Small,HD,0,0,Neovo
Acer Vero B277UGbmiiprzx,761.0,1099.0,20664.6,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,120.0,1500,350.0,IPS,4.0,3.6864,Large,QHD,1,0,Acer
Dell S2721HGF,1106.0,1106.0,24575.32,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,144.0,3000,350.0,VA,4.0,2.0736,Large,FullHD,1,0,Dell
Viewsonic VP3881a,4549.0,6715.0,125143.04,38.0,3840.0,1600.0,2.4,109.47368421052632,60.0,1000,342.715043074884,IPS,5.0,6.144,XLarge,QHD,0,0,Viewsonic
Iiyama G-Master G2770QSU-B6,799.0,1093.0,21020.12,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,180.0,1200,400.0,IPS,4.951367781155016,3.6864,Large,QHD,1,0,Iiyama
Dell S2425H,429.0,499.0,10310.08,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1500,250.0,IPS,8.0,2.0736,Small,FullHD,0,0,Dell
Dell Pro Plus P3225QE,2185.0,3122.0,58960.77,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,100.0,1500,350.0,IPS,5.0,8.2944,Large,4K,0,0,Dell
AOC 27B2QAM,527.0,920.0,16076.17,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,4000,369.7073170731707,VA,4.0,2.0736,Large,FullHD,0,0,AOC
Acer Vero B248YEbemiqprcuzxv,961.0,1004.0,21831.149999999998,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1000,300.0,IPS,4.0,2.0736,Small,FullHD,0,0,Acer
Asus VZ279HEG1R,1619.0,1619.0,35974.18,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,1000,250.0,IPS,4.951367781155016,2.0736,Large,FullHD,0,0,Asus
KTC Q24T09,716.0,2000.0,30174.76,23.8,2560.0,1440.0,1.7777777777777777,123.41216639116517,180.0,1000,350.0,IPS,3.0,3.6864,Small,QHD,1,0,KTC
Asus ROG Swift OLED PG27AQDM,3078.0,4923.0,88891.11,26.5,2560.0,1440.0,1.7777777777777777,110.83809660791438,240.0,1500000,450.0,OLED,1.0,3.6864,Medium,QHD,1,0,Asus
Samsung ViewFinity S90PC 27,4443.0,6294.0,119288.06999999999,27.0,5120.0,2880.0,1.7777777777777777,217.57107852664674,60.0,1000,600.0,IPS,5.0,14.7456,Large,4K,0,0,Samsung
Samsung Odyssey Neo G9 49,13409.0,13409.0,297947.98,49.0,5120.0,1440.0,3.5555555555555554,108.54380498674065,240.0,1000,420.0,VA,1.0,7.3728,XLarge,QHD,1,0,Samsung
LG UltraWide 34BA85QE,1819.0,1986.0,42273.549999999996,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,60.0,1000,300.0,IPS,5.0,4.9536,XLarge,QHD,0,0,LG
Iiyama ProLite XU2293HS-B5,306.0,395.0,7788.11,21.5,1920.0,1080.0,1.7777777777777777,102.460798608479,75.0,1000,250.0,IPS,3.0,2.0736,Small,FullHD,0,0,Iiyama
LG 55CT5WJ,18675.0,18675.0,414958.5,55.0,3840.0,2160.0,1.7777777777777777,80.10571527571994,60.0,1000,450.0,IPS,9.0,8.2944,XLarge,4K,0,0,LG
Neovo LW-2202,322.0,802.0,12487.64,21.5,1920.0,1080.0,1.7777777777777777,102.460798608479,60.0,1000,250.0,VA,5.0,2.0736,Small,FullHD,0,0,Neovo
NEC M431,5186.0,7203.0,137641.78999999998,43.0,3840.0,2160.0,1.7777777777777777,102.460798608479,60.0,1000,500.0,IPS,8.0,8.2944,XLarge,4K,0,0,NEC
LG UltraFine 32UQ750P,2838.0,2838.0,63060.35999999999,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,144.0,2500,400.0,VA,4.0,8.2944,Large,4K,1,1,LG
Philips 279C9,2411.0,2411.0,53572.42,27.0,3840.0,2160.0,1.7777777777777777,163.17830889498507,60.0,1300,400.0,IPS,5.0,8.2944,Large,4K,0,0,Philips
Asus VP229HF,359.0,477.0,9287.96,21.5,1920.0,1080.0,1.7777777777777777,102.460798608479,100.0,1000,250.0,IPS,4.951367781155016,2.0736,Small,FullHD,0,0,Asus
Asus ProArt PA27UCGE,3325.0,3834.0,79536.48999999999,27.0,3840.0,2160.0,1.7777777777777777,163.17830889498507,160.0,1000,600.0,IPS,1.0,8.2944,Large,4K,1,1,Asus
MSI G274F,569.0,883.0,16131.72,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,180.0,1000,250.0,IPS,1.0,2.0736,Large,FullHD,1,0,MSI
Acer V176Lbmi,519.0,905.0,15820.64,17.0,1280.0,1024.0,1.25,96.42351792840054,75.0,1000,250.0,TN,5.0,1.31072,Small,HD,0,0,Acer
Acer Nitro KG241YP3bip,384.0,613.0,11076.67,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,180.0,3000,250.0,VA,4.442516268980477,2.0736,Small,FullHD,1,0,Acer
ASRock Phantom Gaming PGO27QFV,2539.0,3439.0,66415.58,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,360.0,1500000,250.0,OLED,1.0,3.6864,Large,QHD,1,0,ASRock
MSI PRO MP273U,864.0,1028.0,21020.12,27.0,3840.0,2160.0,1.7777777777777777,163.17830889498507,60.0,1000,300.0,IPS,4.0,8.2944,Large,4K,0,0,MSI
Viewsonic VX2479A-HD-PRO,499.0,817.0,14620.759999999998,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,240.0,1000,250.0,IPS,4.951367781155016,2.0736,Small,FullHD,1,0,Viewsonic
Acer Predator XB273KV3bmiiprx,1690.0,2582.0,47461.92,27.0,3840.0,2160.0,1.7777777777777777,163.17830889498507,160.0,1000,400.0,IPS,4.951367781155016,8.2944,Large,4K,1,1,Acer
Lenovo L24i-40,548.0,734.0,14243.019999999999,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,75.0,1300,250.0,IPS,4.0,2.0736,Small,FullHD,0,0,Lenovo
LG 27UP85NP,1264.0,1518.0,30908.019999999997,27.0,3840.0,2160.0,1.7777777777777777,163.17830889498507,60.0,1200,400.0,IPS,5.0,8.2944,Large,4K,0,0,LG
LG UltraGear 34GN850P,2572.0,2572.0,57149.84,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,144.0,1000,400.0,IPS,1.0,4.9536,XLarge,QHD,1,0,LG
Philips 49B2U6903CH,5057.0,12088.0,190480.94999999998,48.8,5120.0,1440.0,3.5555555555555554,108.98865664652239,100.0,3000,450.0,VA,4.0,7.3728,XLarge,QHD,0,0,Philips
AOC U32E2N,1816.0,1816.0,40351.52,32.0,3840.0,2160.0,1.7777777777777777,137.68169813014364,60.0,2500,350.0,VA,4.0,8.2944,XLarge,4K,0,0,AOC
LG UltraWide 38BR85QC,4165.0,4700.0,98490.15,37.5,3840.0,1600.0,2.4,110.93333333333334,144.0,1000,450.0,IPS,1.0,6.144,XLarge,QHD,1,0,LG
Lenovo ThinkVision E24q-30,639.0,981.0,17998.2,23.8,2560.0,1440.0,1.7777777777777777,123.41216639116517,100.0,1300,300.0,IPS,6.0,3.6864,Small,QHD,0,0,Lenovo
Philips 32E1N1800LA,934.0,1369.0,25586.329999999998,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,60.0,3500,300.0,VA,4.0,8.2944,Large,4K,0,0,Philips
Asus ROG Strix XG27ACG,1316.0,1904.0,35774.2,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,180.0,1000,400.0,IPS,1.0,3.6864,Large,QHD,1,0,Asus
Asus TUF Gaming VG249Q3R,445.0,711.0,12843.16,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,180.0,1000,250.0,IPS,1.0,2.0736,Small,FullHD,1,0,Asus
Samsung VH55C-R,8412.0,14283.0,252141.44999999998,55.0,1920.0,1080.0,1.7777777777777777,40.05285763785997,60.0,1100,700.0,IPS,8.0,2.0736,XLarge,FullHD,0,0,Samsung
Philips 222V8LA,327.0,402.0,8099.19,22.0,1920.0,1080.0,1.7777777777777777,100.13214409464992,75.0,3000,250.0,VA,4.0,2.0736,Small,FullHD,0,0,Philips
Viewsonic VG2408A,435.0,730.0,12943.15,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1300,250.0,IPS,5.0,2.0736,Small,FullHD,0,0,Viewsonic
Iiyama G-Master GB3271QSU-B2,1067.0,1241.0,25641.879999999997,31.5,2560.0,1440.0,1.7777777777777777,93.24474793999147,180.0,1000,400.0,IPS,4.951367781155016,3.6864,Large,QHD,1,0,Iiyama
UPERFECT USetup E7,689.0,689.0,15309.58,15.6,1920.0,1080.0,1.7777777777777777,141.21199808219862,60.0,800,250.0,IPS,16.0,2.0736,Small,FullHD,0,0,UPERFECT
Asus ROG Swift OLED PG32UCDM,5211.0,6260.0,127442.81,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,240.0,1500000,250.0,OLED,1.0,8.2944,Large,4K,1,1,Asus
Viewsonic VX2418C,596.0,684.0,14220.8,23.6,1920.0,1080.0,1.7777777777777777,93.34352415602959,165.0,3000,250.0,VA,4.442516268980477,2.0736,Small,FullHD,1,0,Viewsonic
Acer Nitro XF273UF3bmiiprx,1119.0,1119.0,24864.18,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,300.0,1000,250.0,IPS,1.0,3.6864,Large,QHD,1,0,Acer
Asus VA247HE,599.0,666.0,14054.15,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,75.0,3000,250.0,VA,5.0,2.0736,Medium,FullHD,0,0,Asus
Iiyama ProLite XU2793QSU-B6,825.0,1039.0,20709.039999999997,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,100.0,1300,250.0,IPS,4.951367781155016,3.6864,Large,QHD,0,0,Iiyama
Asus ZenScreen Fold OLED MQ17QH,9971.0,12671.0,251552.62,17.3,2560.0,1920.0,1.3333333333333333,184.97109826589593,60.0,1000000,350.0,OLED,1.0,4.9152,Small,QHD,0,0,Asus
Asus ROG Swift OLED PG32UCDMZ,4390.0,5940.0,114766.29999999999,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,240.0,1000,294.84496124031006,OLED,1.0,8.2944,Large,4K,1,1,Asus
MSI MAG 325CQRF-QD E2,1690.0,2072.0,41795.82,31.5,2560.0,1440.0,1.7777777777777777,93.24474793999147,180.0,3500,300.0,Other,6.63265306122449,3.6864,Large,QHD,1,0,MSI
Iiyama ProLite XUB2490HSUC-B5,1033.0,1033.0,22953.26,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,60.0,1000,250.0,IPS,4.0,2.0736,Small,FullHD,0,0,Iiyama
LC-Power LC-M16-4K-UHD-P-OLED,3163.0,3163.0,70281.86,15.6,3840.0,2160.0,1.7777777777777777,282.42399616439724,60.0,100000,440.0,OLED,1.0,8.2944,Small,4K,0,0,LC-Power
Acer Vero V227QE0bi,320.0,320.0,7110.4,21.5,1920.0,1080.0,1.7777777777777777,102.460798608479,100.0,1000,250.0,IPS,4.0,2.0736,Small,FullHD,0,0,Acer
Iiyama ProLite LE4341S-B2,1531.0,2103.0,40373.74,42.5,1920.0,1080.0,1.7777777777777777,51.83310988428937,60.0,1200,350.0,IPS,8.0,2.0736,XLarge,FullHD,0,0,Iiyama
MSI PRO MP243X,319.0,414.0,8143.629999999999,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1000,250.0,IPS,4.0,2.0736,Small,FullHD,0,0,MSI
Viewsonic VA220-H,279.0,371.0,7221.5,21.5,1920.0,1080.0,1.7777777777777777,102.460798608479,100.0,4000,250.0,VA,4.442516268980477,2.0736,Small,FullHD,0,0,Viewsonic
Acer Predator XB323UGPbmiiphzx,1443.0,6839.0,92013.01999999999,32.0,2560.0,1440.0,1.7777777777777777,91.7877987534291,144.0,1000,600.0,IPS,1.0,3.6864,XLarge,QHD,1,0,Acer
Iiyama ProLite XUB2497HSU-B1,752.0,788.0,17109.399999999998,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1300,250.0,IPS,4.951367781155016,2.0736,Small,FullHD,0,0,Iiyama
Philips Evnia 27M2C5201L,693.0,798.0,16565.01,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,180.0,3000,300.0,VA,1.0,2.0736,Large,FullHD,1,0,Philips
Dahua LM27-B201A,576.0,648.0,13598.64,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,100.0,1000,250.0,IPS,5.0,2.0736,Large,FullHD,0,0,Dahua
Philips 27E1N5600HE,1035.0,1464.0,27763.89,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,75.0,1000,300.0,IPS,4.0,3.6864,Large,QHD,0,0,Philips
Iiyama ProLite TF2234MC-B1X,2162.0,3106.0,58527.479999999996,22.0,1920.0,1080.0,1.7777777777777777,100.13214409464992,75.0,1000,225.0,IPS,8.0,2.0736,Small,FullHD,0,0,Iiyama
Asus TUF Gaming VG32UQA1A,1953.0,2946.0,54427.89,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,160.0,2500,400.0,VA,4.442516268980477,8.2944,Large,4K,1,1,Asus
Samsung QE43T,2233.0,5000.0,80358.62999999999,43.0,3840.0,2160.0,1.7777777777777777,102.460798608479,60.0,4000,300.0,Other,8.0,8.2944,XLarge,4K,0,0,Samsung
Samsung QB43C,2054.0,4078.0,68126.51999999999,42.5,3840.0,2160.0,1.7777777777777777,103.66621976857874,126.92706645056727,4000,350.0,VA,8.0,8.2944,XLarge,4K,1,1,Samsung
Iiyama ProLite T2455MSC-B1,1326.0,1787.0,34585.43,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,60.0,1000,400.0,IPS,5.0,2.0736,Small,FullHD,0,0,Iiyama
Philips Evnia 27M1C5200W,1018.0,1296.0,25708.539999999997,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,240.0,3000,300.0,VA,4.0,2.0736,Large,FullHD,1,0,Philips
Philips 24E2N1100LB,299.0,386.0,7610.349999999999,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,4000,250.0,VA,4.0,2.0736,Small,FullHD,0,0,Philips
Asus TUF Gaming VG279Q3A,566.0,1090.0,18398.16,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,180.0,1000,250.0,IPS,1.0,2.0736,Large,FullHD,1,0,Asus
LG 24TQ510S,629.0,777.0,15620.66,24.0,1366.0,768.0,1.7786458333333333,65.29553540973873,60.0,1000,250.0,Other,14.0,1.049088,Medium,HD,0,0,LG
Asus VA279HAE,696.0,831.0,16964.969999999998,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,3000,300.0,VA,6.0,2.0736,Large,FullHD,0,0,Asus
NEC X754HB,57073.0,57073.0,1268162.0599999998,75.0,1920.0,1080.0,1.7777777777777777,29.37209560109731,85.0,5000,2500.0,VA,6.0,2.0736,XLarge,FullHD,0,0,NEC
Asus TUF Gaming VG32AQL1A,1175.0,1341.0,27952.76,31.5,2560.0,1440.0,1.7777777777777777,93.24474793999147,170.0,1000,400.0,IPS,1.0,3.6864,Large,QHD,1,0,Asus
Iiyama G-Master G2245HSU-B2,379.0,430.0,8987.99,21.5,1920.0,1080.0,1.7777777777777777,102.460798608479,100.0,1000,300.0,IPS,4.951367781155016,2.0736,Small,FullHD,0,0,Iiyama
Iiyama ProLite X4373UHSU-B1,2199.0,2916.0,56827.649999999994,43.0,3840.0,2160.0,1.7777777777777777,102.460798608479,60.0,4000,400.0,VA,3.0,8.2944,XLarge,4K,0,0,Iiyama
Philips 243B9,850.0,1013.0,20697.93,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,75.0,1000,250.0,IPS,4.0,2.0736,Medium,FullHD,0,0,Philips
LG UltraWide 26WQ500,683.0,1186.0,20764.59,25.7,2560.0,1080.0,2.3703703703703702,108.11240458715803,75.0,1000,250.0,IPS,5.0,2.7648,Medium,FullHD,0,0,LG
Acer Nitro XZ323QUZ1bmiiprx,1549.0,1592.0,34896.509999999995,31.5,2560.0,1440.0,1.7777777777777777,93.24474793999147,280.0,3000,250.0,VA,5.0,3.6864,Large,QHD,1,0,Acer
Philips 241E1SC,381.0,640.0,11343.31,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,75.0,3000,250.0,VA,4.0,2.0736,Medium,FullHD,0,0,Philips
Kruger&Matz KM0199-M27,389.0,479.0,9643.48,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,100.0,1000,250.0,IPS,4.0,2.0736,Large,FullHD,0,0,Kruger&Matz
Apple Studio Display,7892.0,12894.0,230932.46,27.0,5120.0,2880.0,1.7777777777777777,217.57107852664674,60.0,1000,600.0,IPS,4.951367781155016,14.7456,Large,4K,0,0,Apple
MSI MAG321QR-QD,2931.0,3749.0,74214.8,31.5,2560.0,1440.0,1.7777777777777777,93.24474793999147,170.0,1200,350.0,Other,6.63265306122449,3.6864,Large,QHD,1,0,MSI
Viewsonic VG2709-2K-MHD,1000.0,1100.0,23331.0,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,75.0,1000,250.0,IPS,5.0,3.6864,Large,QHD,0,0,Viewsonic
HP 524sa,500.0,649.0,12765.39,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1500,300.0,IPS,5.0,2.0736,Small,FullHD,0,0,HP
BenQ PD3226G,4446.0,5635.0,111999.90999999999,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,144.0,1200,400.0,IPS,1.0,8.2944,Large,4K,1,1,BenQ
Acer Nitro VG270P6bmipx,489.0,529.0,11309.98,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,144.0,1000,250.0,IPS,4.951367781155016,2.0736,Large,FullHD,1,0,Acer
BenQ PD3205U,2326.0,2908.0,58149.74,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,60.0,1000,250.0,IPS,5.0,8.2944,Large,4K,0,0,BenQ
Samsung VM55B-R,14900.0,18619.0,372396.08999999997,55.0,1920.0,1080.0,1.7777777777777777,40.05285763785997,60.0,1100,500.0,IPS,8.0,2.0736,XLarge,FullHD,0,0,Samsung
Lenovo L27q-4A,649.0,1524.0,24142.03,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,100.0,1500,350.0,IPS,4.0,3.6864,Large,QHD,0,0,Lenovo
Acer Vero V247YEbipv,447.0,655.0,12243.22,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1000,250.0,IPS,4.0,2.0736,Small,FullHD,0,0,Acer
Acer Nitro XF240YS3biphx,588.0,649.0,13743.07,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,180.0,4000,300.0,VA,1.0,2.0736,Small,FullHD,1,0,Acer
MSI MAG 275CQPF,1099.0,1166.0,25164.149999999998,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,180.0,5000,300.0,VA,4.442516268980477,3.6864,Large,QHD,1,0,MSI
Philips 27B2U3601,1015.0,1238.0,25030.829999999998,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332337,120.0,1500,350.0,IPS,4.0,3.6864,Large,QHD,1,0,Philips
Philips 325B1L,1099.0,1280.0,26430.69,32.0,2560.0,1440.0,1.7777777777777777,91.7877987534291,75.0,1200,250.0,IPS,4.0,3.6864,XLarge,QHD,0,0,Philips
Neovo LA-2402,406.0,1041.0,16076.17,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,126.92706645056727,1000,250.0,VA,5.0,2.0736,Small,FullHD,1,0,Neovo
Neovo SC-2202,1356.0,1356.0,30130.32,21.5,1920.0,1080.0,1.7777777777777777,102.460798608479,60.0,1000,250.0,TN,3.0,2.0736,Small,FullHD,0,0,Neovo
