name,min_price,max_price,target_price,diagonal_inches,width_px,height_px,aspect_ratio,PPI,frequency_hz,contrast_ratio,brightness_cd,matrix_type,response_time_ms,total_pixels,diagonal_category,resolution_category,is_gaming,is_premium,brand
Neovo SC-2402,697.0,1181.0,20864.579999999998,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,60.0,1000,250.0,VA,5.0,2.0736,Small,FullHD,0,0,Neovo
Lenovo P27u-10,1999.0,3860.0,65093.49,27.0,3840.0,2160.0,1.7777777777777777,163.17830889498507,60.0,1000,350.0,IPS,4.0,8.2944,Large,4K,0,0,Lenovo
Eizo FlexScan EV2460,1355.0,2069.0,38040.64,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,60.0,1000,250.0,IPS,5.0,2.0736,Medium,FullHD,0,0,Eizo
Asus ProArt PA329CRV,2987.0,3906.0,76581.23,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,60.0,1000,400.0,IPS,5.0,8.2944,Large,4K,0,0,Asus
Viewsonic VG2240,808.0,837.0,18275.95,21.5,1920.0,1080.0,1.7777777777777777,102.460798608479,60.0,3000,250.0,VA,5.0,2.0736,Small,FullHD,0,0,Viewsonic
AOC 22B2AM,383.0,587.0,10776.699999999999,22.0,1920.0,1080.0,1.7777777777777777,100.13214409464992,75.0,3000,250.0,VA,4.0,2.0736,Small,FullHD,0,0,AOC
Lenovo L24i-4B,609.0,648.0,13965.269999999999,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1300,250.0,IPS,4.0,2.0736,Small,FullHD,0,0,Lenovo
Acer Nitro VG270X1bmiipx,529.0,635.0,12932.039999999999,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,200.0,1000,250.0,IPS,4.951367781155016,2.0736,Large,FullHD,1,0,Acer
Viewsonic Omni VX1755,1199.0,1673.0,31907.92,17.0,1920.0,1080.0,1.7777777777777777,129.58277471072344,144.0,800,250.0,IPS,4.0,2.0736,Small,FullHD,1,0,Viewsonic
Lenovo S22e-20,959.0,959.0,21308.98,22.0,1920.0,1080.0,1.7777777777777777,100.13214409464992,75.0,3000,250.0,VA,4.0,2.0736,Small,FullHD,0,0,Lenovo
LG UltraFine 32UR500K,1048.0,1458.0,27841.66,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,60.0,3000,250.0,VA,4.0,8.2944,Large,4K,0,0,LG
Dell Alienware AW3423DW,5073.0,6956.0,133642.19,34.18,3440.0,1440.0,2.388888888888889,109.1057883750185,175.0,1000000,1000.0,OLED,1.0,4.9536,XLarge,QHD,1,0,Dell
Cooler Master GM25FP,606.0,606.0,13465.32,24.5,1920.0,1080.0,1.7777777777777777,89.91457837070605,180.0,1000,250.0,IPS,1.0,2.0736,Medium,FullHD,1,0,Cooler Master
HP 734pm,4107.0,6022.0,112533.18999999999,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,120.0,2000,400.0,IPS,5.0,4.9536,XLarge,QHD,1,0,HP
Samsung C24F390F,630.0,630.0,13998.599999999999,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,60.0,3000,250.0,VA,4.0,2.0736,Medium,FullHD,0,0,Samsung
Acer K243Ybmix,1099.0,1099.0,24419.78,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,75.0,1000,250.0,Other,4.0,2.0736,Medium,FullHD,0,0,Acer
MSI G274PF,629.0,1651.0,25330.8,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,180.0,1000,250.0,IPS,1.0,2.0736,Large,FullHD,1,0,MSI
Philips 242B1TC,1116.0,1562.0,29752.579999999998,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,75.0,1000,250.0,IPS,4.0,2.0736,Medium,FullHD,0,0,Philips
Lenovo ThinkCentre TIO 22 Gen 5 Touch,1409.0,1452.0,31785.71,21.5,1920.0,1080.0,1.7777777777777777,102.460798608479,60.0,1000,230.0,IPS,6.0,2.0736,Small,FullHD,0,0,Lenovo
Philips Evnia 34M2C3500L,959.0,1704.0,29585.93,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,180.0,4000,300.0,VA,1.0,4.9536,XLarge,QHD,1,0,Philips
Samsung OH55A-S,9222.0,40509.0,552511.4099999999,55.0,1920.0,1080.0,1.7777777777777777,40.05285763785997,126.92706645056727,6000,3500.0,VA,6.0,2.0736,XLarge,FullHD,1,0,Samsung
MSI PRO MP245G,299.0,704.0,11143.33,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1300,300.0,IPS,4.0,2.0736,Small,FullHD,0,0,MSI
BenQ Mobiuz EX251,699.0,995.0,18820.34,24.5,1920.0,1080.0,1.7777777777777777,89.91457837070605,220.0,1000,350.0,IPS,1.0,2.0736,Medium,FullHD,1,0,BenQ
Philips Evnia 27M2C5200W,646.0,987.0,18142.629999999997,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,280.0,4000,300.0,VA,1.0,2.0736,Large,FullHD,1,0,Philips
Iiyama ProLite T2252MSC-B2AG,1313.0,1623.0,32618.96,21.5,1920.0,1080.0,1.7777777777777777,102.460798608479,60.0,1000,215.0,IPS,5.0,2.0736,Small,FullHD,0,0,Iiyama
Samsung QB13R,1284.0,1915.0,35540.89,13.0,1920.0,1080.0,1.7777777777777777,169.45439769863833,60.0,800,300.0,IPS,8.0,2.0736,Small,FullHD,0,0,Samsung
Iiyama ProLite T5562AS-B1,9348.0,10338.0,218711.46,54.6,3840.0,2160.0,1.7777777777777777,80.69257033268492,60.0,5000,500.0,VA,8.0,8.2944,XLarge,4K,0,0,Iiyama
AOC AGON AG405UXC,2138.0,3045.0,57583.13,40.0,3440.0,1440.0,2.388888888888889,93.23089616645332,144.0,1200,342.715043074884,IPS,4.0,4.9536,XLarge,QHD,1,0,AOC
Samsung Odyssey OLED G93SC 49,4604.0,6879.0,127576.12999999999,49.0,5120.0,1440.0,3.5555555555555554,108.54380498674065,240.0,1000000,250.0,OLED,1.0,7.3728,XLarge,QHD,1,0,Samsung
Lenovo ThinkVision T24i-2L,839.0,985.0,20264.64,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,60.0,1000,250.0,IPS,6.0,2.0736,Small,FullHD,0,0,Lenovo
Philips 273V7QSB,500.0,500.0,11110.0,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,60.0,1000,250.0,IPS,8.0,2.0736,Large,FullHD,0,0,Philips
