name,min_price,max_price,target_price,diagonal_inches,width_px,height_px,aspect_ratio,PPI,frequency_hz,contrast_ratio,brightness_cd,matrix_type,response_time_ms,total_pixels,diagonal_category,resolution_category,is_gaming,is_premium,brand,log_target,gaming_label
Asus TUF Gaming VG279Q1R,836.0,1749.0,28719.35,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,144.0,1000,250.0,IPS,4.0,2.0736,Large,FullHD,1,0,Asus,10.265361209717431,Gaming
Asus TUF Gaming VG27AQM5A,1370.0,1740.0,34552.1,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,300.0,1300,300.0,IPS,1.0,3.6864,Large,QHD,1,0,Asus,10.450252550206946,Gaming
Dell Pro Plus P2425,688.0,1012.0,18887.0,24.1,1920.0,1200.0,1.6,93.94835982131056,100.0,1500,300.0,IPS,8.0,2.304,Medium,FullHD,0,0,Dell,9.846282078765348,Non-Gaming
Iiyama ProLite TW3226AS-B3P,3225.0,3225.0,71659.5,31.5,1920.0,1080.0,1.7777777777777777,69.9335609549936,60.0,4000,430.0,VA,8.0,2.0736,Large,FullHD,0,0,Iiyama,11.17969496822785,Non-Gaming
Eizo FlexScan EV2456,1728.0,2299.0,44739.97,24.0,1920.0,1200.0,1.6,94.33981132056604,60.0,1000,350.0,IPS,5.0,2.304,Medium,FullHD,0,0,Eizo,10.708644915631625,Non-Gaming
Acer Nitro XV345CURV3bmiphuzx,1442.0,1712.0,35040.939999999995,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,180.0,1000,300.0,VA,1.0,4.9536,XLarge,QHD,1,0,Acer,10.46430090881453,Gaming
Lenovo ThinkVision E24-40,530.0,687.0,13520.87,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1300,250.0,IPS,6.0,2.0736,Small,FullHD,0,0,Lenovo,9.512063653641977,Non-Gaming
Port Designs 902101,705.0,760.0,16276.15,15.6,1920.0,1080.0,1.7777777777777777,141.21199808219862,60.0,1000,342.715043074884,IPS,4.951367781155016,2.0736,Small,FullHD,0,0,Port Designs,9.69751756280643,Non-Gaming
Iiyama G-Master G2770QSU-B1,713.0,1878.0,28786.01,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,165.0,1000,400.0,IPS,4.951367781155016,3.6864,Large,QHD,1,0,Iiyama,10.267679522707482,Gaming
MSI MPG 271QRX QD-OLED,2999.0,4987.0,88724.45999999999,26.5,2560.0,1440.0,1.7777777777777777,110.83809660791438,360.0,1500000,250.0,OLED,1.0,3.6864,Medium,QHD,1,0,MSI,11.393302162060287,Gaming
AOC 22P2Q,767.0,787.0,17264.94,22.0,1920.0,1080.0,1.7777777777777777,100.13214409464992,75.0,1000,250.0,IPS,4.0,2.0736,Small,FullHD,0,0,AOC,9.756491053751784,Non-Gaming
Dell Pro Plus P5525QC,4126.0,4577.0,96690.33,54.6,3840.0,2160.0,1.7777777777777777,80.69257033268492,60.0,1200,400.0,IPS,8.0,8.2944,XLarge,4K,0,0,Dell,11.479279018683435,Non-Gaming
UPERFECT UPi B7,643.0,743.0,15398.46,10.1,1920.0,1200.0,1.6,224.17380907857276,60.0,800,370.0,IPS,25.0,2.304,Small,FullHD,0,0,UPERFECT,9.642087722851866,Non-Gaming
Acer R242YEymix,407.0,562.0,10765.59,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1000,250.0,IPS,4.951367781155016,2.0736,Small,FullHD,0,0,Acer,9.28420309977425,Non-Gaming
Asus TUF Gaming VG28UQL1A,3449.0,3449.0,76636.78,28.0,3840.0,2160.0,1.7777777777777777,157.3505121487356,144.0,1000,300.0,IPS,1.0,8.2944,Large,4K,1,1,Asus,11.246845445628125,Gaming
Iiyama ProLite T1521MSC-B2,1403.0,1684.0,34296.57,15.0,1024.0,768.0,1.3333333333333333,85.33333333333333,75.0,800,325.0,TN,4.1020408163265305,0.786432,Small,HD,0,0,Iiyama,10.442829785163322,Non-Gaming
Samsung F24T450FZ,693.0,770.0,16253.929999999998,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,75.0,1000,250.0,IPS,5.0,2.0736,Medium,FullHD,0,0,Samsung,9.696151526361461,Non-Gaming
Asus PA24AC,1344.0,1344.0,29863.68,24.0,1920.0,1200.0,1.6,94.33981132056604,60.0,1000,350.0,IPS,5.0,2.304,Medium,FullHD,0,0,Asus,10.304431790225358,Non-Gaming
Samsung Smart Monitor M70C 27,1877.0,2230.0,45628.77,27.0,3840.0,2160.0,1.7777777777777777,163.1783088949851,60.0,3000,300.0,VA,4.0,8.2944,Large,4K,0,0,Samsung,10.728315633365243,Non-Gaming
LG UltraGear 32G810SA,2125.0,3266.0,59894.009999999995,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,144.0,1000,400.0,IPS,1.0,8.2944,Large,4K,1,1,LG,11.000348475124262,Gaming
Acer Nitro VG270Ebmiix,524.0,799.0,14698.53,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,100.0,1000,250.0,IPS,4.951367781155016,2.0736,Large,FullHD,0,0,Acer,9.595570799466572,Non-Gaming
Philips 24B2N3200J,532.0,591.0,12476.53,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,120.0,1500,300.0,IPS,4.0,2.0736,Small,FullHD,1,0,Philips,9.431684705668664,Gaming
Hannspree HT240CUA,1758.0,1771.0,39207.189999999995,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,4000,270.0,VA,6.0,2.0736,Small,FullHD,0,0,Hannspree,10.576640932527448,Non-Gaming
Asus BE279QSK,1403.0,3149.0,50572.719999999994,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,60.0,1000,250.0,IPS,5.0,2.0736,Large,FullHD,0,0,Asus,10.831187352768561,Non-Gaming
LG 27BA75QB,1115.0,1386.0,27786.109999999997,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,100.0,1000,350.0,IPS,5.0,3.6864,Large,QHD,0,0,LG,10.23232752308624,Non-Gaming
Samsung Odyssey G32A 24,613.0,1263.0,20842.36,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,165.0,3000,250.0,VA,4.0,2.0736,Medium,FullHD,1,0,Samsung,9.94479071127831,Gaming
LG UltraGear 27GP95RP,1858.0,2175.0,44806.63,27.0,3840.0,2160.0,1.7777777777777777,163.1783088949851,144.0,1000,400.0,IPS,1.0,8.2944,Large,4K,1,1,LG,10.710133716401549,Gaming
LG 27MP77HM,1123.0,1123.0,24953.06,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,1000,250.0,IPS,5.0,2.0736,Large,FullHD,0,0,LG,10.124791813392216,Non-Gaming
HP M24fw,486.0,486.0,10798.92,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,75.0,1000,300.0,IPS,5.0,2.0736,Small,FullHD,0,0,HP,9.287294005677468,Non-Gaming
HP 524pu,915.0,1589.0,27819.44,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1500,350.0,IPS,5.0,2.0736,Small,FullHD,0,0,HP,10.233526281312104,Non-Gaming
AOC Q27G42XE,599.0,950.0,17209.39,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,180.0,1000,300.0,IPS,1.0,3.6864,Large,QHD,1,0,AOC,9.753268550192287,Gaming
Samsung QM32C,1652.0,2399.0,45006.61,32.0,1920.0,1080.0,1.7777777777777777,68.84084906507182,60.0,1200,400.0,IPS,8.0,2.0736,XLarge,FullHD,0,0,Samsung,10.714586865565895,Non-Gaming
Viewsonic VG3456C,2299.0,3013.0,59016.32,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,100.0,3000,400.0,VA,5.0,4.9536,XLarge,QHD,0,0,Viewsonic,10.985586239129784,Non-Gaming
Gigabyte M32U,3100.0,3786.0,76503.45999999999,32.0,3840.0,2160.0,1.7777777777777777,137.68169813014364,144.0,1000,350.0,IPS,4.0,8.2944,XLarge,4K,1,1,Gigabyte,11.245104318768805,Gaming
Acer Nitro ED340CURX0bmiipx,1199.0,1259.0,27308.379999999997,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,200.0,1000,250.0,VA,4.442516268980477,4.9536,XLarge,QHD,1,0,Acer,10.214985511903201,Gaming
Xiaomi Gaming Monitor G27i 2026,495.0,766.0,14009.71,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,200.0,1000,400.0,IPS,1.0,2.0736,Large,FullHD,1,0,Xiaomi,9.547577316134042,Gaming
Asus TUF Gaming VG24VQ,1592.0,1592.0,35374.24,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,144.0,3000,369.7073170731707,VA,5.0,2.0736,Medium,FullHD,1,0,Asus,10.473767419374822,Gaming
Iiyama G-Master GB2470HSU-W6,634.0,747.0,15342.91,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,180.0,1000,300.0,IPS,4.951367781155016,2.0736,Small,FullHD,1,0,Iiyama,9.638473931621137,Gaming
Corsair XENEON 315QHD165,1727.0,2523.0,47217.5,31.5,2560.0,1440.0,1.7777777777777777,93.24474793999148,165.0,1200,300.0,IPS,8.0,3.6864,Large,QHD,1,0,Corsair,10.762541043934185,Gaming
Asus TUF Gaming VG34VQL3A,1329.0,2449.0,41973.579999999994,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,180.0,4000,400.0,VA,1.0,4.9536,XLarge,QHD,1,0,Asus,10.644819475939755,Gaming
HP P174,2199.0,2199.0,48861.78,17.0,1280.0,1024.0,1.25,96.42351792840054,60.0,1000,250.0,TN,5.0,1.31072,Small,HD,0,0,HP,10.796771240450614,Non-Gaming
Samsung S24C310E,449.0,577.0,11398.86,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,75.0,1000,250.0,IPS,5.0,2.0736,Medium,FullHD,0,0,Samsung,9.341356353605423,Non-Gaming
Acer Nitro XZ271UP3bmiiphx,639.0,640.0,14209.69,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,180.0,3000,300.0,VA,4.442516268980477,3.6864,Large,QHD,1,0,Acer,9.561749777266252,Gaming
Samsung S27A400UJ,895.0,895.0,19886.9,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,1000,250.0,IPS,5.0,2.0736,Large,FullHD,0,0,Samsung,9.897866785580169,Non-Gaming
Asus TUF Gaming VG249QL3A,490.0,995.0,16498.35,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,180.0,1000,350.0,IPS,1.0,2.0736,Small,FullHD,1,0,Asus,9.711076265173316,Gaming
Philips 16B1P3302,1205.0,1375.0,28663.8,16.0,1920.0,1080.0,1.7777777777777777,137.68169813014364,75.0,700,250.0,IPS,4.0,2.0736,Small,FullHD,0,0,Philips,10.263425168168308,Non-Gaming
MSI G242L E14,460.0,460.0,10221.2,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,144.0,1500,300.0,IPS,4.951367781155016,2.0736,Small,FullHD,1,0,MSI,9.232317104779552,Gaming
Fujitsu B2711 TS QHD,858.0,1032.0,20997.9,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,60.0,1000,350.0,IPS,5.0,3.6864,Large,QHD,0,0,Fujitsu,9.952225334381248,Non-Gaming
LG UltraGear 32GS95UX,3969.0,4381.0,92768.5,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,240.0,1500000,275.0,OLED,1.0,8.2944,Large,4K,1,1,LG,11.437873200959407,Gaming
MSI MAG 272UP QD-OLED X24,4102.0,4678.0,97545.8,26.5,3840.0,2160.0,1.7777777777777777,166.25714491187156,240.0,1500000,250.0,OLED,1.0,8.2944,Medium,4K,1,1,MSI,11.48808754182279,Gaming
Eizo ColorEdge CS2400S,2849.0,4199.0,78303.28,24.1,1920.0,1200.0,1.6,93.94835982131056,60.0,1300,120.0,IPS,19.0,2.304,Medium,FullHD,0,0,Eizo,11.268357542043116,Non-Gaming
Viewsonic VX2718-PC-MHDJ,1334.0,1384.0,30196.98,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,165.0,4000,250.0,VA,4.442516268980477,2.0736,Large,FullHD,1,0,Viewsonic,10.31553031370868,Gaming
BenQ PD2700U,3453.0,3453.0,76725.65999999999,27.0,3840.0,2160.0,1.7777777777777777,163.1783088949851,60.0,1300,350.0,IPS,5.0,8.2944,Large,4K,0,0,BenQ,11.248004514965846,Non-Gaming
Viewsonic TD1655,1199.0,1331.0,28108.3,15.6,1920.0,1080.0,1.7777777777777777,141.21199808219862,60.0,800,250.0,IPS,7.0,2.0736,Small,FullHD,0,0,Viewsonic,10.243855761420468,Non-Gaming
HP P24h G4,1158.0,1176.0,25930.74,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,60.0,1000,250.0,IPS,5.0,2.0736,Medium,FullHD,0,0,HP,10.163222980022196,Non-Gaming
Asus ROG Strix XG259CMS,1499.0,1705.0,35596.439999999995,24.5,1920.0,1080.0,1.7777777777777777,89.91457837070605,310.0,1000,400.0,IPS,1.0,2.0736,Medium,FullHD,1,0,Asus,10.480029004142105,Gaming
Philips 34B2U6603CH,2371.0,2693.0,56261.03999999999,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,120.0,4000,450.0,VA,4.0,4.9536,XLarge,QHD,1,0,Philips,10.937775341606867,Gaming
Cooler Master GA27FC,878.0,878.0,19509.16,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,120.0,1500,250.0,IPS,4.0,2.0736,Large,FullHD,1,0,Cooler Master,9.878690634506134,Gaming
LG UltraGear 24GQ50F,1003.0,1003.0,22286.66,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,144.0,3000,250.0,VA,5.0,2.0736,Small,FullHD,1,0,LG,10.011788441057574,Gaming
HP OMEN 27 G2,759.0,943.0,18909.22,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,180.0,1000,400.0,IPS,1.0,2.0736,Large,FullHD,1,0,HP,9.847457795640883,Gaming
Philips 275V8LA,629.0,855.0,16487.239999999998,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,75.0,4000,250.0,VA,4.0,3.6864,Large,QHD,0,0,Philips,9.710402678505114,Non-Gaming
TCL 27R83U,2994.0,3530.0,72481.64,27.0,3840.0,2160.0,1.7777777777777777,163.1783088949851,160.0,4000,495.1752577319588,Other,1.0,8.2944,Large,4K,1,1,TCL,11.191102363894588,Gaming
AOC AGON AG493UCX2,3818.0,4883.0,96668.11,49.0,5120.0,1440.0,3.5555555555555554,108.54380498674064,165.0,3000,369.7073170731707,VA,4.442516268980477,7.3728,XLarge,QHD,1,0,AOC,11.479049188837188,Gaming
Eizo FlexScan EV2360,1239.0,1440.0,29763.69,23.0,1920.0,1200.0,1.6,98.44154224754716,60.0,1000,250.0,IPS,5.0,2.304,Small,FullHD,0,0,Eizo,10.301078070616406,Non-Gaming
Acer Vero B247Wbmiprzx,1027.0,1027.0,22819.94,24.0,1920.0,1200.0,1.6,94.33981132056604,60.0,1000,300.0,IPS,4.0,2.304,Medium,FullHD,0,0,Acer,10.0354338145046,Non-Gaming
Lenovo M14d,1116.0,1180.0,25508.56,14.0,2240.0,1400.0,1.6,188.67962264113208,60.0,1500,300.0,IPS,6.0,3.136,Small,FullHD,0,0,Lenovo,10.146808562849122,Non-Gaming
Dell UltraSharp U2724DE,1799.0,2571.0,48550.7,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,120.0,2000,350.0,IPS,8.0,3.6864,Large,QHD,1,0,Dell,10.790384488554436,Gaming
Viewsonic VX2758A-2K-PRO-3,899.0,1366.0,25164.15,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,240.0,1000,300.0,IPS,4.951367781155016,3.6864,Large,QHD,1,0,Viewsonic,10.133215379852341,Gaming
Iiyama ProLite XU2793HSU-B4,1934.0,2584.0,50194.98,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,1000,300.0,IPS,4.0,2.0736,Large,FullHD,0,0,Iiyama,10.823690222791997,Non-Gaming
Gigabyte GS27F,589.0,725.0,14598.54,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,170.0,1000,300.0,IPS,4.951367781155016,2.0736,Large,FullHD,1,0,Gigabyte,9.588745300350762,Gaming
Dell P2723QE,1543.0,2625.0,46306.48,26.96,3840.0,2160.0,1.7777777777777777,163.42041321085298,60.0,1000,350.0,IPS,5.0,8.2944,Medium,4K,0,0,Dell,10.743058782101304,Non-Gaming
Asus VP227HE,443.0,624.0,11854.37,21.45,1920.0,1080.0,1.7777777777777777,102.69963496887172,75.0,3000,250.0,VA,5.0,2.0736,Small,FullHD,0,0,Asus,9.380536208472192,Non-Gaming
Viewsonic TD2455,2529.0,2529.0,56194.38,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,60.0,1000,250.0,IPS,6.0,2.0736,Medium,FullHD,0,0,Viewsonic,10.936589826096956,Non-Gaming
AOC 27P2Q,653.0,964.0,17964.87,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,1000,250.0,IPS,4.0,2.0736,Large,FullHD,0,0,AOC,9.796229125872959,Non-Gaming
Asus VZ27EHF,463.0,589.0,11687.72,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,100.0,1300,250.0,IPS,4.951367781155016,2.0736,Large,FullHD,0,0,Asus,9.366379553175943,Non-Gaming
ASRock Phantom Gaming PG27FFT1B,533.0,746.0,14209.69,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,180.0,1000,450.0,IPS,4.951367781155016,2.0736,Large,FullHD,1,0,ASRock,9.561749777266252,Gaming
MSI PRO MP242,834.0,834.0,18531.48,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,75.0,1000,250.0,IPS,5.0,2.0736,Medium,FullHD,0,0,MSI,9.827280147345077,Non-Gaming
LC-Power LC-M27-FHD-144,818.0,871.0,18764.789999999997,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,144.0,1000,300.0,IPS,4.951367781155016,2.0736,Large,FullHD,1,0,LC-Power,9.839790810336567,Gaming
Terra 3295W PV,1859.0,1878.0,41518.07,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,60.0,1000,350.0,IPS,5.0,8.2944,Large,4K,0,0,Terra,10.633908118744982,Non-Gaming
HP OMEN 27u,2657.0,2657.0,59038.53999999999,27.0,3840.0,2160.0,1.7777777777777777,163.1783088949851,144.0,1000,450.0,IPS,1.0,8.2944,Large,4K,1,1,HP,10.985962667916088,Gaming
Viewsonic VP16-OLED,2012.0,2417.0,49206.189999999995,15.6,1920.0,1080.0,1.7777777777777777,141.21199808219862,60.0,1000,400.0,OLED,1.0,2.0736,Small,FullHD,0,0,Viewsonic,10.803795030014633,Non-Gaming
Acer Nitro XV240YPbmiiprx,579.0,579.0,12865.38,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,144.0,1000,250.0,IPS,2.0,2.0736,Medium,FullHD,1,0,Acer,9.462372986743867,Gaming
Philips Evnia 25M2N3200W,521.0,925.0,16065.06,24.5,1920.0,1080.0,1.7777777777777777,89.91457837070605,240.0,3000,300.0,VA,1.0,2.0736,Medium,FullHD,1,0,Philips,9.68446425132158,Gaming
Acer EK321QHbi,749.0,830.0,17542.69,31.5,1920.0,1080.0,1.7777777777777777,69.9335609549936,100.0,3000,250.0,VA,5.0,2.0736,Large,FullHD,0,0,Acer,9.77244962008297,Non-Gaming
Samsung Odyssey G51F 32,1079.0,1645.0,30263.64,31.5,2560.0,1440.0,1.7777777777777777,93.24474793999148,180.0,3000,300.0,VA,4.442516268980477,3.6864,Large,QHD,1,0,Samsung,10.317735313326908,Gaming
Philips 27E1N1800A,722.0,991.0,19031.43,27.0,3840.0,2160.0,1.7777777777777777,163.1783088949851,60.0,1000,350.0,IPS,4.0,8.2944,Large,4K,0,0,Philips,9.853899645254256,Non-Gaming
Acer Nitro ED240QS3bmiipx,379.0,597.0,10843.36,23.6,1920.0,1080.0,1.7777777777777777,93.3435241560296,180.0,3000,250.0,VA,4.442516268980477,2.0736,Small,FullHD,1,0,Acer,9.2914004081494,Gaming
Acer KA242YE0bi,433.0,565.0,11087.78,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1000,250.0,IPS,4.951367781155016,2.0736,Small,FullHD,0,0,Acer,9.313689065275845,Non-Gaming
Philips 32E1N3100LA,738.0,998.0,19286.96,31.5,1920.0,1080.0,1.7777777777777777,69.9335609549936,75.0,3000,300.0,VA,4.0,2.0736,Large,FullHD,0,0,Philips,9.86723634603057,Non-Gaming
Asus VG258QR,1417.0,1417.0,31485.74,25.0,1920.0,1080.0,1.7777777777777777,88.11628680329193,165.0,1000,400.0,TN,1.0,2.0736,Medium,FullHD,1,0,Asus,10.357321783807446,Gaming
Acer Nitro VG240YGbmipx,453.0,453.0,10065.66,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,120.0,1000,250.0,IPS,4.951367781155016,2.0736,Small,FullHD,1,0,Acer,9.216984252442977,Gaming
AOC AGON PRO AG346UCD,2743.0,3089.0,64793.52,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,175.0,1500000,250.0,OLED,1.0,4.9536,XLarge,QHD,1,0,AOC,11.078976310863064,Gaming
BenQ RD280U,2410.0,3014.0,60260.64,28.2,3840.0,2560.0,1.5,163.65622810616688,60.0,1200,350.0,IPS,5.0,9.8304,Large,4K,0,0,BenQ,11.006451027713894,Non-Gaming
Iiyama ProLite XUB2490HSUH-B1,878.0,1076.0,21708.94,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1300,250.0,IPS,4.0,2.0736,Small,FullHD,0,0,Iiyama,9.985525499165156,Non-Gaming
LC-Power LC-M34-UWQHD-165-C,1305.0,1396.0,30008.109999999997,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,165.0,3000,350.0,VA,4.442516268980477,4.9536,XLarge,QHD,1,0,LC-Power,10.30925628121357,Gaming
Asus ROG Strix XG27UCS,1599.0,2174.0,41918.03,27.0,3840.0,2160.0,1.7777777777777777,163.1783088949851,160.0,1000,400.0,IPS,1.0,8.2944,Large,4K,1,1,Asus,10.643495179414229,Gaming
Iiyama ProLite T2754MSC-B1AG,1979.0,2165.0,46039.84,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,60.0,1000,300.0,IPS,4.0,2.0736,Large,FullHD,0,0,Iiyama,10.737284107673725,Non-Gaming
MSI MAG 273QP QD-OLED X24,2299.0,2306.0,51161.55,26.5,2560.0,1440.0,1.7777777777777777,110.83809660791438,240.0,1500000,250.0,OLED,1.0,3.6864,Medium,QHD,1,0,MSI,10.84276309807846,Gaming
Iiyama ProLite T2752MSC-B1AG,1841.0,2290.0,45895.41,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,60.0,1000,344.0,IPS,5.0,2.0736,Large,FullHD,0,0,Iiyama,10.734142179482175,Non-Gaming
Samsung QB24C-T,2668.0,4383.0,78336.61,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,75.0,1000,250.0,IPS,14.0,2.0736,Small,FullHD,0,0,Samsung,11.268783098712573,Non-Gaming
AOC 24P3CW,817.0,1379.0,24397.56,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,75.0,1000,300.0,IPS,4.0,2.0736,Small,FullHD,0,0,AOC,10.102279393146315,Non-Gaming
Viewsonic XG272-2K-OLED,2299.0,4894.0,79914.23,26.5,2560.0,1440.0,1.7777777777777777,110.83809660791438,240.0,150000,450.0,OLED,1.0,3.6864,Medium,QHD,1,0,Viewsonic,11.288721726856549,Gaming
LG UltraGear 32GS95UV,3383.0,4464.0,87180.17,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,240.0,1500000,275.0,OLED,1.0,8.2944,Large,4K,1,1,LG,11.375743646211621,Gaming
Samsung MD40C,2599.0,2599.0,57749.78,40.0,1920.0,1080.0,1.7777777777777777,55.072679252057455,75.0,5000,350.0,VA,8.0,2.0736,XLarge,FullHD,0,0,Samsung,10.963892134786335,Non-Gaming
Philips 349X7FJEW,791.0,791.0,17576.02,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,60.0,3000,300.0,VA,4.0,4.9536,XLarge,QHD,0,0,Philips,9.774347646062852,Non-Gaming
Iiyama ProLite TF3215MC-B2,3696.0,4254.0,88324.5,31.5,1920.0,1080.0,1.7777777777777777,69.9335609549936,60.0,3000,460.0,VA,8.0,2.0736,Large,FullHD,0,0,Iiyama,11.38878413312273,Non-Gaming
AOC 24G2SPAE,659.0,797.0,16176.16,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,165.0,1000,300.0,IPS,4.0,2.0736,Small,FullHD,1,0,AOC,9.691355649866182,Gaming
AOC 27G2,1146.0,1146.0,25464.12,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,144.0,1000,250.0,IPS,4.0,2.0736,Large,FullHD,1,0,AOC,10.145064951657886,Gaming
Iiyama ProLite XUB2793QSU-B7,704.0,1093.0,19964.67,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,100.0,1300,300.0,IPS,4.951367781155016,3.6864,Large,QHD,0,0,Iiyama,9.901769577662014,Non-Gaming
Iiyama ProLite B1980SD,570.0,570.0,12665.4,19.0,1280.0,1024.0,1.25,86.27367393593732,75.0,1000,250.0,TN,5.0,1.31072,Small,HD,0,0,Iiyama,9.446708097187225,Non-Gaming
Lenovo Legion Y27h-30,884.0,999.0,20920.129999999997,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,180.0,1000,400.0,IPS,1.0,3.6864,Large,QHD,1,0,Lenovo,9.948514932016453,Gaming
Dell Alienware AW2525HM,899.0,1358.0,25075.27,24.5,1920.0,1080.0,1.7777777777777777,89.91457837070605,320.0,1000,400.0,IPS,4.951367781155016,2.0736,Medium,FullHD,1,0,Dell,10.1296772596034,Gaming
HP 724pu,1118.0,1878.0,33285.56,24.0,1920.0,1200.0,1.6,94.33981132056604,100.0,1500,350.0,IPS,5.0,2.304,Medium,FullHD,0,0,HP,10.412908990895076,Non-Gaming
Acer SA322QHbi,650.0,780.0,15887.3,31.5,1920.0,1080.0,1.7777777777777777,69.9335609549936,100.0,3000,300.0,VA,4.442516268980477,2.0736,Large,FullHD,0,0,Acer,9.673338268281915,Non-Gaming
Acer Vero RL272Eyiiv,684.0,806.0,16553.899999999998,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,100.0,1000,250.0,IPS,4.951367781155016,2.0736,Large,FullHD,0,0,Acer,9.714437409491946,Non-Gaming
Sony INZONE M9 II,3531.0,4789.0,92435.2,26.7,3840.0,2160.0,1.7777777777777777,165.01177303987254,160.0,1000,400.0,IPS,1.0,8.2944,Medium,4K,1,1,Sony,11.434273955797806,Gaming
Dell Pro Plus P2425HE,650.0,1394.0,22708.84,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1500,250.0,IPS,8.0,2.0736,Small,FullHD,0,0,Dell,10.030553589720316,Non-Gaming
Samsung Odyssey OLED G85SD 34,3199.0,5579.0,97523.58,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,175.0,1000000,250.0,OLED,1.0,4.9536,XLarge,QHD,1,0,Samsung,11.48785972777753,Gaming
Viewsonic VX2476-SMHD,387.0,662.0,11654.39,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,60.0,1000,250.0,IPS,4.0,2.0736,Medium,FullHD,0,0,Viewsonic,9.363524012943477,Non-Gaming
Asus ProArt PA279CV,1567.0,1933.0,38885.0,27.0,3840.0,2160.0,1.7777777777777777,163.1783088949851,60.0,1000,350.0,IPS,5.0,8.2944,Large,4K,0,0,Asus,10.568389567655771,Non-Gaming
